filename,category
plastic\plastic949.jpg,3
glass\glass959.jpg,0
paper\paper813.jpg,2
plastic\plastic777.jpg,3
glass\glass41.jpg,0
plastic\plastic263.jpg,3
metal\metal74.jpg,1
paper\paper521.jpg,2
paper\paper15.jpg,2
glass\glass652.jpg,0
metal\metal238.jpg,1
paper\paper227.jpg,2
metal\metal781.jpg,1
paper\paper94.jpg,2
glass\glass369.jpg,0
paper\paper42.jpg,2
paper\paper509.jpg,2
metal\metal795.jpg,1
plastic\plastic463.jpg,3
plastic\plastic341.jpg,3
plastic\plastic643.jpg,3
glass\glass592.jpg,0
glass\glass240.jpg,0
paper\paper608.jpg,2
plastic\plastic444.jpg,3
glass\glass406.jpg,0
metal\metal689.jpg,1
metal\metal748.jpg,1
metal\metal613.jpg,1
metal\metal772.jpg,1
plastic\plastic916.jpg,3
plastic\plastic844.jpg,3
paper\paper83.jpg,2
plastic\plastic787.jpg,3
glass\glass889.jpg,0
plastic\plastic581.jpg,3
metal\metal413.jpg,1
paper\paper295.jpg,2
plastic\plastic133.jpg,3
paper\paper525.jpg,2
plastic\plastic515.jpg,3
plastic\plastic621.jpg,3
plastic\plastic567.jpg,3
paper\paper362.jpg,2
plastic\plastic329.jpg,3
plastic\plastic10.jpg,3
plastic\plastic170.jpg,3
metal\metal404.jpg,1
metal\metal921.jpg,1
paper\paper224.jpg,2
metal\metal494.jpg,1
metal\metal360.jpg,1
paper\paper828.jpg,2
plastic\plastic386.jpg,3
glass\glass978.jpg,0
metal\metal478.jpg,1
glass\glass955.jpg,0
glass\glass433.jpg,0
plastic\plastic161.jpg,3
plastic\plastic935.jpg,3
paper\paper619.jpg,2
metal\metal137.jpg,1
paper\paper667.jpg,2
metal\metal359.jpg,1
plastic\plastic330.jpg,3
metal\metal669.jpg,1
metal\metal591.jpg,1
metal\metal342.jpg,1
metal\metal265.jpg,1
paper\paper45.jpg,2
plastic\plastic372.jpg,3
metal\metal223.jpg,1
glass\glass156.jpg,0
plastic\plastic438.jpg,3
plastic\plastic577.jpg,3
plastic\plastic571.jpg,3
plastic\plastic543.jpg,3
paper\paper594.jpg,2
glass\glass183.jpg,0
glass\glass945.jpg,0
metal\metal782.jpg,1
metal\metal967.jpg,1
paper\paper68.jpg,2
plastic\plastic770.jpg,3
plastic\plastic504.jpg,3
paper\paper546.jpg,2
metal\metal479.jpg,1
paper\paper558.jpg,2
plastic\plastic925.jpg,3
plastic\plastic908.jpg,3
glass\glass848.jpg,0
paper\paper729.jpg,2
paper\paper772.jpg,2
glass\glass584.jpg,0
glass\glass935.jpg,0
metal\metal703.jpg,1
metal\metal964.jpg,1
glass\glass196.jpg,0
paper\paper126.jpg,2
metal\metal150.jpg,1
metal\metal106.jpg,1
glass\glass210.jpg,0
metal\metal836.jpg,1
paper\paper378.jpg,2
plastic\plastic450.jpg,3
metal\metal559.jpg,1
metal\metal857.jpg,1
paper\paper764.jpg,2
glass\glass261.jpg,0
plastic\plastic270.jpg,3
paper\paper766.jpg,2
metal\metal742.jpg,1
glass\glass256.jpg,0
paper\paper140.jpg,2
glass\glass175.jpg,0
metal\metal812.jpg,1
paper\paper427.jpg,2
paper\paper349.jpg,2
glass\glass442.jpg,0
glass\glass893.jpg,0
metal\metal963.jpg,1
glass\glass864.jpg,0
glass\glass902.jpg,0
metal\metal765.jpg,1
paper\paper618.jpg,2
plastic\plastic499.jpg,3
plastic\plastic754.jpg,3
glass\glass822.jpg,0
metal\metal179.jpg,1
paper\paper111.jpg,2
plastic\plastic460.jpg,3
glass\glass146.jpg,0
metal\metal110.jpg,1
metal\metal657.jpg,1
glass\glass447.jpg,0
glass\glass375.jpg,0
metal\metal432.jpg,1
glass\glass488.jpg,0
plastic\plastic94.jpg,3
paper\paper188.jpg,2
plastic\plastic99.jpg,3
metal\metal236.jpg,1
plastic\plastic28.jpg,3
metal\metal389.jpg,1
glass\glass152.jpg,0
glass\glass787.jpg,0
glass\glass915.jpg,0
glass\glass151.jpg,0
glass\glass102.jpg,0
paper\paper957.jpg,2
plastic\plastic502.jpg,3
paper\paper104.jpg,2
paper\paper515.jpg,2
metal\metal402.jpg,1
glass\glass87.jpg,0
glass\glass613.jpg,0
plastic\plastic655.jpg,3
paper\paper970.jpg,2
paper\paper587.jpg,2
paper\paper566.jpg,2
metal\metal608.jpg,1
paper\paper945.jpg,2
paper\paper816.jpg,2
metal\metal935.jpg,1
paper\paper352.jpg,2
paper\paper527.jpg,2
metal\metal454.jpg,1
paper\paper490.jpg,2
glass\glass81.jpg,0
glass\glass734.jpg,0
plastic\plastic486.jpg,3
paper\paper568.jpg,2
glass\glass905.jpg,0
plastic\plastic816.jpg,3
plastic\plastic59.jpg,3
plastic\plastic877.jpg,3
paper\paper526.jpg,2
plastic\plastic250.jpg,3
plastic\plastic944.jpg,3
paper\paper511.jpg,2
metal\metal797.jpg,1
glass\glass685.jpg,0
glass\glass78.jpg,0
plastic\plastic564.jpg,3
metal\metal385.jpg,1
metal\metal493.jpg,1
plastic\plastic0.jpg,3
glass\glass288.jpg,0
paper\paper591.jpg,2
glass\glass236.jpg,0
glass\glass257.jpg,0
glass\glass717.jpg,0
glass\glass190.jpg,0
glass\glass906.jpg,0
plastic\plastic179.jpg,3
paper\paper634.jpg,2
metal\metal617.jpg,1
paper\paper434.jpg,2
plastic\plastic606.jpg,3
plastic\plastic538.jpg,3
glass\glass852.jpg,0
metal\metal395.jpg,1
glass\glass144.jpg,0
paper\paper118.jpg,2
plastic\plastic390.jpg,3
paper\paper64.jpg,2
plastic\plastic680.jpg,3
plastic\plastic43.jpg,3
glass\glass828.jpg,0
plastic\plastic185.jpg,3
glass\glass642.jpg,0
paper\paper27.jpg,2
paper\paper354.jpg,2
plastic\plastic553.jpg,3
paper\paper743.jpg,2
paper\paper469.jpg,2
plastic\plastic983.jpg,3
plastic\plastic838.jpg,3
plastic\plastic191.jpg,3
plastic\plastic316.jpg,3
plastic\plastic416.jpg,3
metal\metal59.jpg,1
paper\paper750.jpg,2
plastic\plastic803.jpg,3
plastic\plastic878.jpg,3
metal\metal779.jpg,1
paper\paper705.jpg,2
paper\paper105.jpg,2
paper\paper889.jpg,2
paper\paper222.jpg,2
metal\metal9.jpg,1
paper\paper109.jpg,2
metal\metal152.jpg,1
plastic\plastic951.jpg,3
plastic\plastic474.jpg,3
metal\metal527.jpg,1
glass\glass924.jpg,0
paper\paper571.jpg,2
glass\glass601.jpg,0
metal\metal807.jpg,1
paper\paper29.jpg,2
paper\paper534.jpg,2
plastic\plastic627.jpg,3
glass\glass327.jpg,0
plastic\plastic166.jpg,3
glass\glass625.jpg,0
metal\metal69.jpg,1
paper\paper663.jpg,2
plastic\plastic299.jpg,3
paper\paper388.jpg,2
glass\glass347.jpg,0
plastic\plastic108.jpg,3
metal\metal147.jpg,1
paper\paper421.jpg,2
glass\glass842.jpg,0
glass\glass284.jpg,0
metal\metal489.jpg,1
metal\metal848.jpg,1
glass\glass903.jpg,0
glass\glass800.jpg,0
glass\glass220.jpg,0
plastic\plastic186.jpg,3
paper\paper853.jpg,2
glass\glass176.jpg,0
paper\paper995.jpg,2
glass\glass740.jpg,0
glass\glass408.jpg,0
glass\glass678.jpg,0
paper\paper394.jpg,2
plastic\plastic899.jpg,3
glass\glass203.jpg,0
paper\paper393.jpg,2
plastic\plastic833.jpg,3
metal\metal879.jpg,1
metal\metal611.jpg,1
paper\paper999.jpg,2
metal\metal364.jpg,1
paper\paper669.jpg,2
plastic\plastic71.jpg,3
glass\glass44.jpg,0
glass\glass883.jpg,0
plastic\plastic130.jpg,3
glass\glass976.jpg,0
paper\paper44.jpg,2
paper\paper759.jpg,2
metal\metal786.jpg,1
plastic\plastic927.jpg,3
paper\paper380.jpg,2
metal\metal486.jpg,1
plastic\plastic823.jpg,3
paper\paper382.jpg,2
plastic\plastic481.jpg,3
metal\metal431.jpg,1
metal\metal252.jpg,1
metal\metal503.jpg,1
paper\paper163.jpg,2
metal\metal134.jpg,1
glass\glass817.jpg,0
glass\glass525.jpg,0
paper\paper37.jpg,2
glass\glass83.jpg,0
paper\paper834.jpg,2
plastic\plastic208.jpg,3
paper\paper507.jpg,2
glass\glass506.jpg,0
paper\paper172.jpg,2
glass\glass871.jpg,0
paper\paper273.jpg,2
metal\metal399.jpg,1
glass\glass782.jpg,0
paper\paper795.jpg,2
metal\metal434.jpg,1
glass\glass863.jpg,0
plastic\plastic389.jpg,3
glass\glass869.jpg,0
plastic\plastic63.jpg,3
paper\paper153.jpg,2
plastic\plastic585.jpg,3
glass\glass886.jpg,0
metal\metal519.jpg,1
paper\paper174.jpg,2
plastic\plastic115.jpg,3
metal\metal932.jpg,1
paper\paper128.jpg,2
plastic\plastic825.jpg,3
paper\paper145.jpg,2
metal\metal239.jpg,1
paper\paper146.jpg,2
glass\glass994.jpg,0
paper\paper732.jpg,2
glass\glass997.jpg,0
plastic\plastic431.jpg,3
paper\paper143.jpg,2
paper\paper253.jpg,2
metal\metal4.jpg,1
metal\metal580.jpg,1
paper\paper506.jpg,2
glass\glass806.jpg,0
plastic\plastic397.jpg,3
metal\metal331.jpg,1
metal\metal699.jpg,1
metal\metal329.jpg,1
glass\glass221.jpg,0
plastic\plastic237.jpg,3
paper\paper588.jpg,2
plastic\plastic808.jpg,3
glass\glass125.jpg,0
glass\glass528.jpg,0
paper\paper820.jpg,2
glass\glass401.jpg,0
paper\paper896.jpg,2
glass\glass368.jpg,0
paper\paper964.jpg,2
plastic\plastic230.jpg,3
glass\glass670.jpg,0
metal\metal425.jpg,1
paper\paper399.jpg,2
glass\glass490.jpg,0
plastic\plastic267.jpg,3
paper\paper614.jpg,2
paper\paper936.jpg,2
plastic\plastic162.jpg,3
metal\metal84.jpg,1
metal\metal428.jpg,1
paper\paper683.jpg,2
paper\paper453.jpg,2
plastic\plastic998.jpg,3
plastic\plastic991.jpg,3
paper\paper170.jpg,2
metal\metal11.jpg,1
glass\glass336.jpg,0
plastic\plastic894.jpg,3
plastic\plastic163.jpg,3
metal\metal333.jpg,1
glass\glass704.jpg,0
paper\paper50.jpg,2
plastic\plastic76.jpg,3
metal\metal76.jpg,1
metal\metal616.jpg,1
plastic\plastic190.jpg,3
metal\metal362.jpg,1
metal\metal763.jpg,1
plastic\plastic487.jpg,3
metal\metal961.jpg,1
metal\metal212.jpg,1
metal\metal866.jpg,1
glass\glass647.jpg,0
plastic\plastic48.jpg,3
paper\paper592.jpg,2
metal\metal626.jpg,1
plastic\plastic447.jpg,3
paper\paper990.jpg,2
glass\glass474.jpg,0
plastic\plastic697.jpg,3
plastic\plastic934.jpg,3
metal\metal953.jpg,1
metal\metal524.jpg,1
glass\glass434.jpg,0
paper\paper749.jpg,2
plastic\plastic703.jpg,3
glass\glass582.jpg,0
metal\metal450.jpg,1
plastic\plastic497.jpg,3
paper\paper627.jpg,2
plastic\plastic958.jpg,3
glass\glass249.jpg,0
metal\metal272.jpg,1
plastic\plastic830.jpg,3
metal\metal662.jpg,1
glass\glass332.jpg,0
paper\paper31.jpg,2
glass\glass980.jpg,0
metal\metal474.jpg,1
glass\glass383.jpg,0
metal\metal379.jpg,1
glass\glass169.jpg,0
plastic\plastic357.jpg,3
metal\metal62.jpg,1
glass\glass350.jpg,0
plastic\plastic889.jpg,3
glass\glass303.jpg,0
plastic\plastic566.jpg,3
plastic\plastic338.jpg,3
plastic\plastic442.jpg,3
glass\glass216.jpg,0
metal\metal692.jpg,1
paper\paper9.jpg,2
metal\metal565.jpg,1
paper\paper73.jpg,2
paper\paper901.jpg,2
glass\glass679.jpg,0
paper\paper53.jpg,2
glass\glass951.jpg,0
glass\glass271.jpg,0
plastic\plastic550.jpg,3
paper\paper923.jpg,2
plastic\plastic557.jpg,3
metal\metal185.jpg,1
paper\paper129.jpg,2
glass\glass986.jpg,0
paper\paper51.jpg,2
plastic\plastic331.jpg,3
plastic\plastic963.jpg,3
plastic\plastic912.jpg,3
metal\metal78.jpg,1
metal\metal623.jpg,1
metal\metal195.jpg,1
plastic\plastic93.jpg,3
glass\glass166.jpg,0
plastic\plastic666.jpg,3
glass\glass439.jpg,0
plastic\plastic570.jpg,3
metal\metal560.jpg,1
glass\glass328.jpg,0
plastic\plastic350.jpg,3
glass\glass559.jpg,0
metal\metal337.jpg,1
glass\glass254.jpg,0
plastic\plastic58.jpg,3
metal\metal369.jpg,1
metal\metal270.jpg,1
glass\glass713.jpg,0
paper\paper200.jpg,2
glass\glass495.jpg,0
plastic\plastic853.jpg,3
glass\glass357.jpg,0
plastic\plastic933.jpg,3
metal\metal700.jpg,1
paper\paper236.jpg,2
glass\glass657.jpg,0
paper\paper96.jpg,2
glass\glass242.jpg,0
plastic\plastic219.jpg,3
paper\paper917.jpg,2
paper\paper868.jpg,2
plastic\plastic344.jpg,3
glass\glass667.jpg,0
paper\paper882.jpg,2
plastic\plastic305.jpg,3
glass\glass824.jpg,0
glass\glass56.jpg,0
paper\paper166.jpg,2
plastic\plastic167.jpg,3
plastic\plastic810.jpg,3
glass\glass629.jpg,0
plastic\plastic118.jpg,3
metal\metal631.jpg,1
paper\paper121.jpg,2
glass\glass483.jpg,0
glass\glass128.jpg,0
metal\metal377.jpg,1
paper\paper67.jpg,2
metal\metal658.jpg,1
paper\paper870.jpg,2
paper\paper672.jpg,2
glass\glass908.jpg,0
plastic\plastic20.jpg,3
plastic\plastic492.jpg,3
plastic\plastic942.jpg,3
metal\metal332.jpg,1
paper\paper730.jpg,2
paper\paper350.jpg,2
plastic\plastic811.jpg,3
plastic\plastic729.jpg,3
metal\metal302.jpg,1
metal\metal659.jpg,1
paper\paper150.jpg,2
plastic\plastic383.jpg,3
paper\paper5.jpg,2
plastic\plastic596.jpg,3
metal\metal937.jpg,1
plastic\plastic885.jpg,3
paper\paper500.jpg,2
glass\glass307.jpg,0
glass\glass801.jpg,0
paper\paper531.jpg,2
paper\paper699.jpg,2
paper\paper290.jpg,2
paper\paper800.jpg,2
metal\metal690.jpg,1
metal\metal991.jpg,1
plastic\plastic315.jpg,3
metal\metal273.jpg,1
metal\metal984.jpg,1
glass\glass121.jpg,0
plastic\plastic159.jpg,3
metal\metal136.jpg,1
plastic\plastic112.jpg,3
metal\metal867.jpg,1
plastic\plastic681.jpg,3
plastic\plastic204.jpg,3
paper\paper779.jpg,2
metal\metal575.jpg,1
metal\metal410.jpg,1
glass\glass711.jpg,0
paper\paper839.jpg,2
paper\paper544.jpg,2
glass\glass982.jpg,0
glass\glass737.jpg,0
metal\metal873.jpg,1
plastic\plastic160.jpg,3
paper\paper824.jpg,2
paper\paper314.jpg,2
metal\metal620.jpg,1
metal\metal291.jpg,1
paper\paper626.jpg,2
paper\paper18.jpg,2
plastic\plastic636.jpg,3
paper\paper264.jpg,2
glass\glass38.jpg,0
glass\glass479.jpg,0
paper\paper379.jpg,2
paper\paper924.jpg,2
metal\metal809.jpg,1
plastic\plastic427.jpg,3
paper\paper983.jpg,2
plastic\plastic84.jpg,3
glass\glass961.jpg,0
glass\glass720.jpg,0
metal\metal592.jpg,1
metal\metal960.jpg,1
paper\paper533.jpg,2
glass\glass721.jpg,0
plastic\plastic954.jpg,3
paper\paper57.jpg,2
metal\metal913.jpg,1
paper\paper577.jpg,2
paper\paper994.jpg,2
plastic\plastic239.jpg,3
plastic\plastic874.jpg,3
glass\glass992.jpg,0
paper\paper8.jpg,2
glass\glass792.jpg,0
paper\paper676.jpg,2
paper\paper177.jpg,2
glass\glass412.jpg,0
glass\glass17.jpg,0
metal\metal735.jpg,1
paper\paper446.jpg,2
paper\paper444.jpg,2
glass\glass39.jpg,0
glass\glass793.jpg,0
paper\paper844.jpg,2
plastic\plastic678.jpg,3
glass\glass361.jpg,0
glass\glass424.jpg,0
paper\paper836.jpg,2
glass\glass37.jpg,0
plastic\plastic153.jpg,3
glass\glass921.jpg,0
glass\glass14.jpg,0
glass\glass564.jpg,0
metal\metal121.jpg,1
paper\paper921.jpg,2
plastic\plastic953.jpg,3
paper\paper674.jpg,2
metal\metal158.jpg,1
plastic\plastic533.jpg,3
plastic\plastic78.jpg,3
glass\glass344.jpg,0
metal\metal224.jpg,1
paper\paper135.jpg,2
glass\glass668.jpg,0
paper\paper522.jpg,2
paper\paper231.jpg,2
glass\glass631.jpg,0
paper\paper331.jpg,2
plastic\plastic601.jpg,3
metal\metal448.jpg,1
plastic\plastic422.jpg,3
plastic\plastic312.jpg,3
metal\metal109.jpg,1
plastic\plastic326.jpg,3
paper\paper180.jpg,2
plastic\plastic742.jpg,3
paper\paper234.jpg,2
paper\paper48.jpg,2
metal\metal567.jpg,1
glass\glass995.jpg,0
glass\glass335.jpg,0
metal\metal989.jpg,1
plastic\plastic513.jpg,3
metal\metal695.jpg,1
paper\paper492.jpg,2
plastic\plastic367.jpg,3
metal\metal15.jpg,1
metal\metal192.jpg,1
plastic\plastic562.jpg,3
metal\metal100.jpg,1
glass\glass280.jpg,0
glass\glass610.jpg,0
paper\paper19.jpg,2
glass\glass954.jpg,0
paper\paper2.jpg,2
paper\paper455.jpg,2
plastic\plastic649.jpg,3
plastic\plastic745.jpg,3
paper\paper288.jpg,2
glass\glass457.jpg,0
paper\paper706.jpg,2
glass\glass189.jpg,0
glass\glass899.jpg,0
metal\metal29.jpg,1
metal\metal739.jpg,1
paper\paper62.jpg,2
metal\metal77.jpg,1
paper\paper860.jpg,2
paper\paper294.jpg,2
glass\glass514.jpg,0
glass\glass844.jpg,0
metal\metal847.jpg,1
glass\glass621.jpg,0
paper\paper840.jpg,2
plastic\plastic921.jpg,3
glass\glass892.jpg,0
metal\metal905.jpg,1
paper\paper285.jpg,2
glass\glass962.jpg,0
glass\glass298.jpg,0
plastic\plastic865.jpg,3
paper\paper752.jpg,2
paper\paper127.jpg,2
glass\glass413.jpg,0
plastic\plastic207.jpg,3
paper\paper929.jpg,2
paper\paper553.jpg,2
metal\metal81.jpg,1
paper\paper652.jpg,2
glass\glass450.jpg,0
plastic\plastic410.jpg,3
paper\paper447.jpg,2
glass\glass365.jpg,0
plastic\plastic168.jpg,3
plastic\plastic123.jpg,3
paper\paper881.jpg,2
plastic\plastic610.jpg,3
paper\paper425.jpg,2
plastic\plastic749.jpg,3
metal\metal557.jpg,1
glass\glass353.jpg,0
paper\paper738.jpg,2
metal\metal980.jpg,1
paper\paper268.jpg,2
paper\paper74.jpg,2
plastic\plastic608.jpg,3
paper\paper486.jpg,2
metal\metal161.jpg,1
glass\glass198.jpg,0
plastic\plastic597.jpg,3
paper\paper778.jpg,2
plastic\plastic765.jpg,3
glass\glass521.jpg,0
glass\glass996.jpg,0
metal\metal976.jpg,1
paper\paper744.jpg,2
plastic\plastic772.jpg,3
paper\paper559.jpg,2
plastic\plastic956.jpg,3
paper\paper88.jpg,2
glass\glass139.jpg,0
glass\glass726.jpg,0
glass\glass84.jpg,0
glass\glass323.jpg,0
metal\metal666.jpg,1
paper\paper786.jpg,2
glass\glass481.jpg,0
metal\metal153.jpg,1
plastic\plastic922.jpg,3
paper\paper498.jpg,2
glass\glass702.jpg,0
paper\paper650.jpg,2
plastic\plastic859.jpg,3
plastic\plastic622.jpg,3
glass\glass98.jpg,0
glass\glass749.jpg,0
glass\glass304.jpg,0
paper\paper803.jpg,2
plastic\plastic514.jpg,3
paper\paper564.jpg,2
glass\glass164.jpg,0
metal\metal755.jpg,1
paper\paper872.jpg,2
glass\glass658.jpg,0
plastic\plastic717.jpg,3
paper\paper76.jpg,2
paper\paper537.jpg,2
glass\glass411.jpg,0
glass\glass941.jpg,0
paper\paper161.jpg,2
plastic\plastic918.jpg,3
metal\metal173.jpg,1
glass\glass213.jpg,0
plastic\plastic860.jpg,3
metal\metal587.jpg,1
metal\metal568.jpg,1
metal\metal942.jpg,1
glass\glass360.jpg,0
glass\glass20.jpg,0
metal\metal113.jpg,1
metal\metal28.jpg,1
paper\paper671.jpg,2
metal\metal744.jpg,1
metal\metal111.jpg,1
plastic\plastic51.jpg,3
metal\metal317.jpg,1
plastic\plastic851.jpg,3
paper\paper308.jpg,2
paper\paper660.jpg,2
metal\metal834.jpg,1
plastic\plastic277.jpg,3
metal\metal546.jpg,1
paper\paper324.jpg,2
glass\glass329.jpg,0
plastic\plastic121.jpg,3
paper\paper985.jpg,2
glass\glass104.jpg,0
paper\paper117.jpg,2
metal\metal563.jpg,1
metal\metal418.jpg,1
plastic\plastic221.jpg,3
paper\paper789.jpg,2
metal\metal604.jpg,1
metal\metal539.jpg,1
paper\paper968.jpg,2
paper\paper287.jpg,2
plastic\plastic327.jpg,3
paper\paper368.jpg,2
glass\glass212.jpg,0
glass\glass595.jpg,0
metal\metal355.jpg,1
paper\paper132.jpg,2
metal\metal904.jpg,1
glass\glass706.jpg,0
metal\metal637.jpg,1
metal\metal990.jpg,1
metal\metal783.jpg,1
glass\glass423.jpg,0
glass\glass153.jpg,0
plastic\plastic645.jpg,3
plastic\plastic644.jpg,3
metal\metal907.jpg,1
plastic\plastic2.jpg,3
plastic\plastic471.jpg,3
plastic\plastic52.jpg,3
metal\metal352.jpg,1
plastic\plastic981.jpg,3
metal\metal197.jpg,1
glass\glass297.jpg,0
paper\paper960.jpg,2
metal\metal547.jpg,1
plastic\plastic757.jpg,3
paper\paper277.jpg,2
glass\glass214.jpg,0
paper\paper398.jpg,2
paper\paper284.jpg,2
glass\glass285.jpg,0
glass\glass122.jpg,0
paper\paper653.jpg,2
glass\glass246.jpg,0
paper\paper633.jpg,2
glass\glass695.jpg,0
plastic\plastic568.jpg,3
paper\paper190.jpg,2
glass\glass227.jpg,0
paper\paper508.jpg,2
metal\metal793.jpg,1
plastic\plastic855.jpg,3
plastic\plastic569.jpg,3
metal\metal558.jpg,1
plastic\plastic531.jpg,3
plastic\plastic849.jpg,3
plastic\plastic920.jpg,3
paper\paper223.jpg,2
paper\paper739.jpg,2
metal\metal307.jpg,1
plastic\plastic558.jpg,3
glass\glass544.jpg,0
metal\metal138.jpg,1
plastic\plastic632.jpg,3
paper\paper689.jpg,2
glass\glass193.jpg,0
glass\glass964.jpg,0
paper\paper668.jpg,2
paper\paper849.jpg,2
paper\paper659.jpg,2
paper\paper552.jpg,2
glass\glass536.jpg,0
glass\glass352.jpg,0
plastic\plastic603.jpg,3
paper\paper579.jpg,2
metal\metal614.jpg,1
metal\metal20.jpg,1
glass\glass970.jpg,0
metal\metal287.jpg,1
paper\paper323.jpg,2
glass\glass681.jpg,0
glass\glass971.jpg,0
paper\paper632.jpg,2
paper\paper565.jpg,2
plastic\plastic433.jpg,3
plastic\plastic157.jpg,3
glass\glass286.jpg,0
metal\metal555.jpg,1
plastic\plastic464.jpg,3
glass\glass476.jpg,0
glass\glass57.jpg,0
plastic\plastic982.jpg,3
plastic\plastic241.jpg,3
metal\metal18.jpg,1
metal\metal762.jpg,1
metal\metal241.jpg,1
plastic\plastic747.jpg,3
metal\metal61.jpg,1
glass\glass64.jpg,0
metal\metal806.jpg,1
paper\paper376.jpg,2
glass\glass259.jpg,0
paper\paper510.jpg,2
paper\paper346.jpg,2
plastic\plastic253.jpg,3
plastic\plastic281.jpg,3
glass\glass158.jpg,0
paper\paper305.jpg,2
glass\glass333.jpg,0
glass\glass71.jpg,0
glass\glass319.jpg,0
glass\glass747.jpg,0
glass\glass343.jpg,0
paper\paper204.jpg,2
glass\glass425.jpg,0
paper\paper361.jpg,2
plastic\plastic850.jpg,3
metal\metal996.jpg,1
plastic\plastic913.jpg,3
plastic\plastic459.jpg,3
glass\glass366.jpg,0
plastic\plastic623.jpg,3
metal\metal922.jpg,1
paper\paper959.jpg,2
glass\glass509.jpg,0
plastic\plastic714.jpg,3
glass\glass958.jpg,0
metal\metal798.jpg,1
metal\metal10.jpg,1
paper\paper49.jpg,2
metal\metal610.jpg,1
plastic\plastic723.jpg,3
metal\metal66.jpg,1
paper\paper876.jpg,2
paper\paper169.jpg,2
metal\metal639.jpg,1
paper\paper353.jpg,2
glass\glass443.jpg,0
plastic\plastic64.jpg,3
metal\metal839.jpg,1
paper\paper817.jpg,2
plastic\plastic85.jpg,3
glass\glass263.jpg,0
metal\metal142.jpg,1
glass\glass662.jpg,0
glass\glass881.jpg,0
paper\paper601.jpg,2
glass\glass750.jpg,0
paper\paper678.jpg,2
paper\paper996.jpg,2
plastic\plastic881.jpg,3
glass\glass272.jpg,0
paper\paper763.jpg,2
glass\glass767.jpg,0
paper\paper420.jpg,2
metal\metal453.jpg,1
glass\glass191.jpg,0
paper\paper590.jpg,2
metal\metal280.jpg,1
paper\paper472.jpg,2
paper\paper493.jpg,2
metal\metal696.jpg,1
plastic\plastic832.jpg,3
metal\metal462.jpg,1
plastic\plastic766.jpg,3
plastic\plastic432.jpg,3
metal\metal344.jpg,1
glass\glass145.jpg,0
paper\paper23.jpg,2
paper\paper151.jpg,2
plastic\plastic640.jpg,3
plastic\plastic135.jpg,3
paper\paper296.jpg,2
paper\paper717.jpg,2
plastic\plastic412.jpg,3
plastic\plastic177.jpg,3
paper\paper159.jpg,2
paper\paper646.jpg,2
glass\glass453.jpg,0
paper\paper245.jpg,2
plastic\plastic985.jpg,3
plastic\plastic181.jpg,3
metal\metal511.jpg,1
paper\paper214.jpg,2
paper\paper809.jpg,2
glass\glass248.jpg,0
glass\glass395.jpg,0
